City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Dakar,SN,2021-06-11 20:36:55,14.6937,-17.4441,83.28,78,0,4.61
277,Nizhnevartovsk,RU,2021-06-11 20:41:11,60.9344,76.5531,59.02,63,0,6.71
278,Halifax,CA,2021-06-11 20:37:13,44.6453,-63.5724,63.41,53,91,3.0
279,Mareeba,AU,2021-06-11 20:41:12,-17.0,145.4333,66.92,92,90,2.28
280,Grindavik,IS,2021-06-11 20:41:12,63.8424,-22.4338,44.55,56,40,31.07
281,Tynda,RU,2021-06-11 20:41:13,55.1667,124.7167,53.94,88,44,1.1
282,Hualmay,PE,2021-06-11 20:41:13,-11.0964,-77.6139,67.55,76,20,9.95
283,Meulaboh,ID,2021-06-11 20:41:14,4.1363,96.1285,76.89,87,100,4.38
284,Paralimni,CY,2021-06-11 20:41:14,35.0375,33.9833,72.48,77,0,3.0
285,Ust-Kuyga,RU,2021-06-11 20:41:15,70.0167,135.6,61.48,42,95,7.29
286,La Asuncion,VE,2021-06-11 20:41:15,11.0333,-63.8628,85.73,66,96,18.41
287,Klyuchi,RU,2021-06-11 20:41:15,52.2667,79.1667,47.98,67,35,7.43
288,Madras,IN,2021-06-11 20:38:55,13.0878,80.2785,85.98,78,40,5.01
289,Reforma,MX,2021-06-11 20:41:16,18.1,-91.0167,89.49,53,92,7.58
290,Salalah,OM,2021-06-11 20:37:30,17.0151,54.0924,84.29,89,40,8.05
291,Sorong,ID,2021-06-11 20:37:22,-0.8833,131.25,78.22,88,96,8.72
292,Pitimbu,BR,2021-06-11 20:41:17,-7.4706,-34.8086,79.39,81,16,11.7
293,Anderson,US,2021-06-11 20:40:25,34.5334,-82.6499,88.36,67,40,1.99
294,Coos Bay,US,2021-06-11 20:41:18,43.3665,-124.2179,59.23,90,90,10.36
295,Mount Gambier,AU,2021-06-11 20:41:18,-37.8333,140.7667,40.91,100,18,5.75
296,Harda,IN,2021-06-11 20:41:18,22.3333,77.1,83.34,63,93,13.51
297,Saint-Pierre,RE,2021-06-11 20:41:19,-21.3393,55.4781,73.08,81,90,25.32
298,Sambava,MG,2021-06-11 20:41:19,-14.2667,50.1667,73.81,76,100,8.63
299,North Bend,US,2021-06-11 20:41:20,43.4065,-124.2243,61.92,89,90,10.36
300,Kamiiso,JP,2021-06-11 20:41:21,41.8167,140.65,64.4,81,100,2.35
301,Nizwa,OM,2021-06-11 20:41:21,22.9333,57.5333,87.85,52,6,2.89
302,Haines Junction,CA,2021-06-11 20:41:22,60.7522,-137.5108,71.55,21,69,11.5
303,Tadine,NC,2021-06-11 20:41:22,-21.55,167.8833,73.56,77,100,13.85
304,Klaksvik,FO,2021-06-11 20:37:18,62.2266,-6.589,49.12,87,100,25.61
305,Oranjestad,AW,2021-06-11 20:37:06,12.524,-70.027,87.75,62,20,24.16
306,Funadhoo,MV,2021-06-11 20:41:23,6.15,73.2667,82.42,77,91,16.24
307,Wangqing,CN,2021-06-11 20:41:23,43.3218,129.7634,59.13,94,2,0.74
308,Porto Novo,BJ,2021-06-11 20:41:24,6.4965,2.6036,80.42,79,99,8.57
309,Camara De Lobos,PT,2021-06-11 20:41:24,32.6333,-16.9667,75.83,38,20,16.11
310,Sidhpura,IN,2021-06-11 20:41:25,27.6333,78.8833,91.2,48,41,8.05
311,Conde,BR,2021-06-11 20:41:22,-7.2597,-34.9075,78.26,89,20,12.66
312,Hearst,CA,2021-06-11 20:41:26,49.6835,-83.6665,70.05,29,17,8.63
313,Mata,PT,2021-06-11 20:41:26,40.683,-7.4592,65.93,71,97,7.31
314,Ouadda,CF,2021-06-11 20:41:27,8.0777,22.4007,74.62,58,100,0.78
315,Lima,PE,2021-06-11 20:38:55,-12.0432,-77.0282,65.89,84,90,10.36
316,Walvis Bay,NA,2021-06-11 20:41:28,-22.9575,14.5053,57.09,94,4,5.75
317,Nandi,IN,2021-06-11 20:41:28,13.3855,77.6984,71.2,74,98,12.68
318,Gayny,RU,2021-06-11 20:41:29,60.3071,54.3241,53.2,66,18,3.47
319,Alekseyevskoye,RU,2021-06-11 20:41:30,55.3071,50.1135,65.08,95,52,9.35
320,Pindushi,RU,2021-06-11 20:41:31,62.9152,34.58,56.93,61,0,4.05
321,Soligalich,RU,2021-06-11 20:41:32,59.0778,42.2864,54.45,68,18,5.41
322,Zheleznodorozhnyy,RU,2021-06-11 20:41:33,55.7503,38.0042,61.32,98,75,5.41
323,Magadan,RU,2021-06-11 20:41:33,59.5667,150.8,50.58,55,0,1.66
324,Portland,US,2021-06-11 20:38:57,45.5234,-122.6762,59.74,88,90,1.01
325,Eureka,US,2021-06-11 20:41:34,40.8021,-124.1637,61.12,45,100,8.46
326,Straumen,NO,2021-06-11 20:41:35,63.8709,11.2999,58.5,97,100,5.53
327,Port Macquarie,AU,2021-06-11 20:41:13,-31.4333,152.9167,42.89,81,35,5.39
328,Jonkoping,SE,2021-06-11 20:41:35,57.7814,14.1562,63.9,88,20,9.22
329,Timra,SE,2021-06-11 20:41:36,62.487,17.3257,64.11,87,75,11.5
330,Sainte-Suzanne,RE,2021-06-11 20:41:36,-20.9061,55.6089,73.62,83,90,17.27
331,Antsohihy,MG,2021-06-11 20:41:36,-14.8796,47.9875,71.11,68,29,6.64
332,Ukiah,US,2021-06-11 20:41:37,39.1502,-123.2078,78.53,36,20,6.91
333,Palafrugell,ES,2021-06-11 20:41:37,41.9174,3.1631,74.41,20,54,6.73
334,Benguela,AO,2021-06-11 20:41:38,-12.5763,13.4055,75.52,73,17,3.02
335,Le Pont-De-Claix,FR,2021-06-11 20:41:38,45.1244,5.7064,71.46,93,11,2.33
336,Kaseda,JP,2021-06-11 20:41:39,31.4167,130.3167,71.85,96,100,9.1
337,Volot,RU,2021-06-11 20:41:39,57.9278,30.7025,54.66,92,100,3.83
338,Yanam,IN,2021-06-11 20:41:40,16.7333,82.2167,77.4,85,100,9.26
339,Bazarnyy Syzgan,RU,2021-06-11 20:41:40,53.7512,46.7535,59.7,93,99,3.96
340,Sao Jose Da Coroa Grande,BR,2021-06-11 20:41:40,-8.8978,-35.1478,76.1,80,16,8.52
341,Teya,RU,2021-06-11 20:41:41,60.3778,92.6267,37.56,87,25,4.59
342,Havoysund,NO,2021-06-11 20:41:41,70.9963,24.6622,58.08,98,100,4.43
343,Santa Rita,BR,2021-06-11 20:41:42,-7.1139,-34.9781,79.47,89,20,12.66
344,Ostrovnoy,RU,2021-06-11 20:41:43,68.0531,39.5131,63.25,49,8,19.53
345,Harrisonville,US,2021-06-11 20:41:43,38.6533,-94.3488,90.91,64,75,4.61
346,Kieta,PG,2021-06-11 20:36:46,-6.2167,155.6333,80.89,81,18,4.88
347,Yenagoa,NG,2021-06-11 20:41:44,4.9247,6.2642,73.9,97,98,2.95
348,Luderitz,NA,2021-06-11 20:41:44,-26.6481,15.1594,64.89,51,100,4.72
349,San Quintin,MX,2021-06-11 20:36:45,30.4833,-115.95,68.9,61,0,19.22
350,Thompson,CA,2021-06-11 20:41:28,55.7435,-97.8558,69.96,43,75,13.8
351,Fortuna,US,2021-06-11 20:41:45,40.5982,-124.1573,60.85,91,100,8.14
352,Fuengirola,ES,2021-06-11 20:41:46,36.54,-4.6247,74.08,68,0,5.75
353,Bathsheba,BB,2021-06-11 20:41:46,13.2167,-59.5167,86.61,58,20,14.97
354,Mahebourg,MU,2021-06-11 20:41:47,-20.4081,57.7,75.49,73,75,13.8
355,Pangkalanbuun,ID,2021-06-11 20:41:19,-2.6833,111.6167,72.25,99,38,0.98
356,Kununurra,AU,2021-06-11 20:41:47,-15.7667,128.7333,49.98,81,69,0.0
357,Taltal,CL,2021-06-11 20:41:48,-25.4,-70.4833,65.35,68,23,3.38
358,Rastolita,RO,2021-06-11 20:41:48,46.9726,24.9929,56.55,91,100,4.32
359,Akhtanizovskaya,RU,2021-06-11 20:41:48,45.32,37.1,60.49,82,0,13.0
360,Rancho Cucamonga,US,2021-06-11 20:37:33,34.1064,-117.5931,94.73,25,1,5.01
361,Souillac,MU,2021-06-11 20:41:49,-20.5167,57.5167,75.58,73,75,13.8
362,Henties Bay,NA,2021-06-11 20:41:50,-22.116,14.2845,56.86,85,4,3.96
363,Buraydah,SA,2021-06-11 20:40:23,26.326,43.975,90.05,18,0,12.59
364,Avera,US,2021-06-11 20:37:50,33.194,-82.5271,90.91,58,82,12.12
365,Arroyo,ES,2021-06-11 20:41:50,41.6096,-4.7969,68.04,55,0,9.22
366,Gao,ML,2021-06-11 20:41:51,16.6362,1.637,94.51,17,5,5.21
367,Cartagena,CO,2021-06-11 20:41:52,10.3997,-75.5144,87.42,74,40,11.5
368,Port-Gentil,GA,2021-06-11 20:41:52,-0.7193,8.7815,78.76,89,90,10.36
369,Santiago Del Estero,AR,2021-06-11 20:41:53,-27.7951,-64.2615,69.46,48,65,5.01
370,Amapa,BR,2021-06-11 20:38:32,1.0,-52.0,72.57,98,100,2.1
371,Iwanai,JP,2021-06-11 20:39:15,42.9744,140.5089,64.89,77,100,6.26
372,Isangel,VU,2021-06-11 20:41:53,-19.55,169.2667,75.47,69,84,11.86
373,Tandil,AR,2021-06-11 20:41:54,-37.3217,-59.1332,50.16,61,100,11.1
374,Bansang,GM,2021-06-11 20:41:54,13.4333,-14.65,90.25,51,97,4.16
375,Shestakovo,RU,2021-06-11 20:41:55,56.4915,103.96,39.81,65,22,3.33
376,Najran,SA,2021-06-11 20:37:24,17.4924,44.1277,84.85,14,100,2.01
377,Dzaoudzi,YT,2021-06-11 20:41:56,-12.7887,45.2699,76.89,69,20,13.8
378,Lumut,MY,2021-06-11 20:41:56,4.2323,100.6298,78.82,89,20,0.0
379,Cayon,KN,2021-06-11 20:41:57,17.35,-62.7333,82.06,88,75,17.27
380,Boyolangu,ID,2021-06-11 20:41:57,-8.1181,111.8935,74.3,89,48,2.24
381,Marienburg,PL,2021-06-11 20:41:58,54.0359,19.0266,64.06,87,85,2.08
382,Berlevag,NO,2021-06-11 20:37:17,70.8578,29.0864,62.55,72,75,21.85
383,Aswan,EG,2021-06-11 20:41:58,24.0934,32.907,93.18,14,0,9.84
384,Formosa,AR,2021-06-11 20:37:13,-26.1775,-58.1781,69.78,60,0,6.91
385,Hanford,US,2021-06-11 20:39:35,36.3275,-119.6457,83.28,22,1,9.22
386,Mvuma,ZW,2021-06-11 20:41:59,-19.2792,30.5283,47.43,73,0,7.0
387,Porto Seguro,BR,2021-06-11 20:42:00,-16.4497,-39.0647,79.32,73,20,9.22
388,Biloela,AU,2021-06-11 20:42:00,-24.4167,150.5,44.37,45,0,3.4
389,Odoyev,RU,2021-06-11 20:42:01,53.9393,36.6864,58.51,87,97,5.03
390,Xihe,CN,2021-06-11 20:42:02,31.6864,113.4659,75.76,91,56,3.76
391,Berbera,SO,2021-06-11 20:42:02,10.4396,45.0143,92.44,46,100,7.7
392,Paka,MY,2021-06-11 20:42:02,4.6374,103.4368,75.13,100,100,0.0
393,Machico,PT,2021-06-11 20:42:03,32.7,-16.7667,75.83,38,20,16.11
394,Shelburne,CA,2021-06-11 20:42:03,44.0787,-80.2041,77.79,72,88,6.44
395,Imeni Vorovskogo,RU,2021-06-11 20:42:04,55.7233,38.3414,61.38,99,79,5.7
396,Pokosnoye,RU,2021-06-11 20:42:04,55.5258,101.0536,38.97,73,4,2.01
397,Bandarbeyla,SO,2021-06-11 20:42:05,9.4942,50.8122,78.73,79,99,30.42
398,Fare,PF,2021-06-11 20:42:05,-16.7,-151.0167,74.41,93,100,18.54
399,Atar,MR,2021-06-11 20:42:06,20.5169,-13.0499,99.75,15,31,7.7
400,Calvinia,ZA,2021-06-11 20:42:06,-31.4707,19.776,56.17,28,77,4.74
401,New Norfolk,AU,2021-06-11 20:42:06,-42.7826,147.0587,55.65,87,87,3.27
402,Saint Anthony,US,2021-06-11 20:42:07,45.0205,-93.218,90.93,43,1,1.99
403,Waiouru,NZ,2021-06-11 20:42:07,-39.4833,175.6667,46.67,90,85,1.72
404,Yuxia,CN,2021-06-11 20:42:08,34.0615,108.6291,84.81,63,98,5.66
405,Yeppoon,AU,2021-06-11 20:42:08,-23.1333,150.7333,37.18,49,12,3.51
406,Poronaysk,RU,2021-06-11 20:42:09,49.2167,143.1167,62.33,73,100,17.94
407,Loreto,MX,2021-06-11 20:42:09,22.2667,-101.9667,81.16,21,4,15.48
408,Aztec,US,2021-06-11 20:42:10,36.8222,-107.9929,90.82,7,0,9.71
409,Nhulunbuy,AU,2021-06-11 20:42:10,-12.2333,136.7667,74.01,88,100,4.61
410,Mandali,IQ,2021-06-11 20:42:11,33.7499,45.5541,85.24,18,0,12.88
411,Manicore,BR,2021-06-11 20:42:11,-5.8092,-61.3003,85.42,60,77,2.64
412,Orel-Izumrud,RU,2021-06-11 20:42:12,43.4583,39.9244,63.55,93,3,4.0
413,Mongo,TD,2021-06-11 20:42:12,12.1844,18.693,96.48,23,33,4.34
414,Killybegs,IE,2021-06-11 20:42:12,54.6333,-8.45,53.46,74,96,12.28
415,San Angelo,US,2021-06-11 20:41:27,31.4638,-100.437,102.63,30,1,11.01
416,Pokaran,IN,2021-06-11 20:42:13,26.9167,71.9167,85.37,59,0,23.78
417,Gravdal,NO,2021-06-11 20:42:14,68.1214,13.5031,51.69,100,75,11.5
418,Half Moon Bay,US,2021-06-11 20:38:20,37.4636,-122.4286,79.9,43,1,9.22
419,Houma,US,2021-06-11 20:42:14,29.5958,-90.7195,93.0,64,40,9.22
420,Marietta,US,2021-06-11 20:39:58,33.9526,-84.5499,83.48,83,90,8.05
421,Nakamura,JP,2021-06-11 20:42:15,32.9833,132.9333,70.23,96,100,3.71
422,Narasannapeta,IN,2021-06-11 20:42:15,18.4167,84.05,80.82,78,93,7.94
423,Rabo De Peixe,PT,2021-06-11 20:41:25,37.8,-25.5833,67.51,83,40,4.61
424,Paita,PE,2021-06-11 20:42:16,-5.0892,-81.1144,77.56,71,8,17.29
425,Lhokseumawe,ID,2021-06-11 20:42:12,5.1801,97.1507,77.59,87,100,3.44
426,Clyde River,CA,2021-06-11 20:42:17,70.4692,-68.5914,41.23,70,20,23.02
427,Veinticinco De Mayo,AR,2021-06-11 20:42:17,-35.4323,-60.1727,53.24,58,88,7.87
428,Tutoia,BR,2021-06-11 20:42:18,-2.7619,-42.2744,85.98,85,77,5.84
429,Dyersburg,US,2021-06-11 20:42:18,36.0345,-89.3856,90.99,74,20,4.61
430,Zhuanghe,CN,2021-06-11 20:42:19,39.7008,122.9911,64.04,93,100,2.71
431,Buchanan,LR,2021-06-11 20:37:43,5.8808,-10.0467,82.36,78,100,3.49
432,Lock Haven,US,2021-06-11 20:42:19,41.137,-77.4469,68.7,91,100,3.98
433,San Borja,BO,2021-06-11 20:42:20,-14.8167,-66.85,60.89,98,100,5.44
434,Capreol,CA,2021-06-11 20:42:20,46.706,-80.9225,62.91,78,90,4.61
435,Haysville,US,2021-06-11 20:42:21,37.5645,-97.3523,95.79,60,75,8.05
436,Copiapo,CL,2021-06-11 20:42:21,-27.3667,-70.3333,56.89,15,0,4.81
437,Samarinda,ID,2021-06-11 20:42:21,-0.5,117.15,72.93,99,83,1.28
438,Muravlenko,RU,2021-06-11 20:42:22,63.7898,74.523,50.79,82,92,10.74
439,Severo-Yeniseyskiy,RU,2021-06-11 20:42:22,60.3725,93.0408,34.97,86,21,5.08
440,Maragogi,BR,2021-06-11 20:42:23,-9.0122,-35.2225,75.65,80,16,8.03
441,Vao,NC,2021-06-11 20:38:13,-22.6667,167.4833,72.73,74,100,14.43
442,Sarmanovo,RU,2021-06-11 20:42:23,55.2553,52.5891,61.48,96,91,10.89
443,Waipawa,NZ,2021-06-11 20:42:24,-41.4122,175.5153,51.03,87,59,2.21
444,Rio Tercero,AR,2021-06-11 20:42:24,-32.173,-64.1141,62.47,44,0,6.46
445,Brandon,US,2021-06-11 20:40:01,27.9378,-82.2859,94.32,61,40,3.0
446,Bintulu,MY,2021-06-11 20:42:25,3.1667,113.0333,75.61,94,20,3.0
447,Akcaabat,TR,2021-06-11 20:42:25,41.0212,39.5715,67.87,77,40,4.61
448,Taksimo,RU,2021-06-11 20:42:26,56.3444,114.8794,50.31,89,100,3.98
449,Gat,IL,2021-06-11 20:42:26,31.61,34.7642,74.8,61,0,3.85
450,Barguzin,RU,2021-06-11 20:42:27,53.6167,109.6167,49.62,92,91,5.3
451,Papar,MY,2021-06-11 20:42:27,5.7333,115.9333,75.2,82,100,4.41
452,Aragarcas,BR,2021-06-11 20:42:27,-15.8975,-52.2508,81.25,69,0,3.44
453,Awbari,LY,2021-06-11 20:42:28,26.5921,12.7805,81.68,22,0,8.55
454,Vila Franca Do Campo,PT,2021-06-11 20:42:28,37.7167,-25.4333,68.41,81,15,1.19
455,Kalmunai,LK,2021-06-11 20:42:29,7.4167,81.8167,79.34,74,87,6.8
456,Qaqortoq,GL,2021-06-11 20:42:29,60.7167,-46.0333,50.5,84,100,2.37
457,Porteirinha,BR,2021-06-11 20:42:30,-15.7433,-43.0283,77.29,38,83,2.08
458,Rio Gallegos,AR,2021-06-11 20:42:30,-51.6226,-69.2181,44.65,65,40,18.41
459,Hibbing,US,2021-06-11 20:42:31,47.4272,-92.9377,80.1,82,75,5.75
460,Jyvaskyla,FI,2021-06-11 20:42:31,62.2415,25.7209,66.54,48,0,5.75
461,Weihe,CN,2021-06-11 20:42:32,32.9952,105.3247,61.05,97,97,1.48
462,Jedrzejow,PL,2021-06-11 20:42:32,50.6394,20.3045,61.63,85,2,3.83
463,Dubti,ET,2021-06-11 20:42:33,11.7361,41.0853,96.67,12,89,12.37
464,Pangnirtung,CA,2021-06-11 20:42:33,66.1451,-65.7125,39.2,81,20,17.27
465,Apac,UG,2021-06-11 20:42:33,1.9756,32.5386,68.25,74,66,4.83
466,Pareora,NZ,2021-06-11 20:42:34,-44.4871,171.2132,45.18,97,18,6.91
467,Yershov,RU,2021-06-11 20:42:34,51.3513,48.2766,60.19,90,100,0.49
468,Nelson Bay,AU,2021-06-11 20:42:35,-32.7167,152.15,49.95,90,50,12.26
469,Ust-Maya,RU,2021-06-11 20:42:35,60.4167,134.5333,57.69,59,21,3.62
470,Tefe,BR,2021-06-11 20:42:36,-3.3542,-64.7114,87.91,62,20,3.44
471,Castel San Giovanni,IT,2021-06-11 20:42:36,45.0583,9.4335,74.34,78,28,4.18
472,Tuskegee,US,2021-06-11 20:42:36,32.424,-85.6916,91.22,57,57,10.38
473,Zhangzhou,CN,2021-06-11 20:41:04,24.5133,117.6556,82.33,94,100,1.14
474,Guasdualito,VE,2021-06-11 20:42:37,7.2424,-70.7324,81.57,76,54,4.43
475,Excelsior Springs,US,2021-06-11 20:42:38,39.3392,-94.2261,89.47,61,75,5.75
476,Puerto Carreno,CO,2021-06-11 20:38:35,6.189,-67.4859,85.57,62,60,3.83
477,Verkhnetulomskiy,RU,2021-06-11 20:42:38,68.6073,31.7962,71.73,52,4,7.94
478,Lodja,CD,2021-06-11 20:38:09,-3.4833,23.4333,79.23,42,87,1.16
479,Kubachi,RU,2021-06-11 20:42:39,42.086,47.6034,49.03,87,82,4.14
480,Moose Factory,CA,2021-06-11 20:37:39,51.2585,-80.6094,57.2,47,1,11.5
481,Sobolevo,RU,2021-06-11 20:42:39,54.4299,31.8996,55.02,92,45,3.8
482,Husavik,IS,2021-06-11 20:42:40,66.0449,-17.3389,39.11,98,100,28.05
483,Machali,CL,2021-06-11 20:42:40,-34.1833,-70.6667,65.48,30,0,8.05
484,Nishihara,JP,2021-06-11 20:42:41,26.1842,127.7558,78.85,94,40,3.44
485,Coihaique,CL,2021-06-11 20:42:41,-45.5752,-72.0662,52.41,100,90,9.22
486,Batagay,RU,2021-06-11 20:42:41,67.6333,134.6333,58.26,51,80,6.85
487,Nuristan,AF,2021-06-11 20:42:42,35.3,70.8333,43.79,40,0,13.29
488,Odienne,CI,2021-06-11 20:42:43,9.51,-7.5692,75.85,78,75,5.03
489,Tanabe,JP,2021-06-11 20:42:43,33.7333,135.3667,71.92,75,95,6.49
490,Bataipora,BR,2021-06-11 20:42:44,-22.2953,-53.2711,66.78,77,100,4.54
491,Middletown,US,2021-06-11 20:40:15,39.5151,-84.3983,88.02,72,40,9.22
492,Lincoln,US,2021-06-11 20:41:24,40.8,-96.667,81.39,78,75,1.01
493,Yerbogachen,RU,2021-06-11 20:42:45,61.2767,108.0108,40.06,74,6,4.92
494,Cody,US,2021-06-11 20:42:45,44.5263,-109.0565,73.9,13,1,6.91
495,Lokosovo,RU,2021-06-11 20:42:45,61.1333,74.8167,54.54,80,100,8.66
496,Bernay,FR,2021-06-11 20:42:46,49.1667,0.6667,64.31,85,63,4.0
497,Kiunga,PG,2021-06-11 20:42:46,-6.1219,141.2906,73.81,99,94,1.25
498,Bangolo,CI,2021-06-11 20:42:47,7.0069,-7.475,72.32,93,67,2.42
499,Vammala,FI,2021-06-11 20:42:47,61.3333,22.9,65.1,80,1,5.48
500,Sumbe,AO,2021-06-11 20:42:48,-11.2061,13.8437,74.8,84,1,5.93
501,Gimli,CA,2021-06-11 20:42:48,50.6336,-96.9907,72.05,88,89,18.41
502,Rock Sound,BS,2021-06-11 20:42:48,24.9,-76.2,79.77,73,92,7.85
503,Price,US,2021-06-11 20:42:49,39.5994,-110.8107,79.72,8,1,9.22
504,Dunedin,NZ,2021-06-11 20:42:50,-45.8742,170.5036,43.81,93,0,4.43
505,Vaitape,PF,2021-06-11 20:42:50,-16.5167,-151.75,74.25,91,100,17.2
506,Pangody,RU,2021-06-11 20:42:50,65.85,74.4859,50.41,75,100,8.63
507,Praia Da Vitoria,PT,2021-06-11 20:42:51,38.7333,-27.0667,70.75,88,75,0.63
508,Sakakah,SA,2021-06-11 20:42:52,29.9697,40.2064,87.37,19,0,10.94
509,Mogocha,RU,2021-06-11 20:42:52,53.7333,119.7667,56.1,70,58,1.72
510,Along,IN,2021-06-11 20:42:52,28.1667,94.7667,74.14,97,100,1.86
511,Harrison,US,2021-06-11 20:41:49,30.4091,-89.0436,92.14,64,20,10.36
512,Gizo,SB,2021-06-11 20:42:53,-8.103,156.8419,81.57,76,45,5.57
513,Oktyabrskiy,RU,2021-06-11 20:42:54,54.4815,53.471,56.8,94,100,5.95
514,Bronnoysund,NO,2021-06-11 20:42:54,65.4625,12.1997,55.92,94,75,6.91
515,Manzhouli,CN,2021-06-11 20:42:54,49.6,117.4333,62.42,49,100,4.85
516,Paciran,ID,2021-06-11 20:42:55,-6.8767,112.3761,77.45,87,10,7.72
517,Nantucket,US,2021-06-11 20:42:56,41.2835,-70.0995,68.25,59,1,18.41
518,Asau,RO,2021-06-11 20:42:56,46.4333,26.4,60.4,97,96,3.2
519,Verkhnevilyuysk,RU,2021-06-11 20:42:56,63.4453,120.3167,45.41,84,0,6.17
520,Ibra,OM,2021-06-11 20:42:57,22.6906,58.5334,84.06,63,0,3.76
521,Batagay-Alyta,RU,2021-06-11 20:42:57,67.8006,130.4114,57.83,45,100,10.71
522,Fuerte Olimpo,PY,2021-06-11 20:42:58,-21.0415,-57.8738,70.23,55,90,4.99
523,Arrifes,PT,2021-06-11 20:42:58,37.7667,-25.7,66.45,77,40,4.61
524,Manbij,SY,2021-06-11 20:42:59,36.5281,37.9549,70.57,77,0,20.13
525,Le Passage,FR,2021-06-11 20:42:59,44.2014,0.6028,73.54,64,0,8.05
526,Salinopolis,BR,2021-06-11 20:43:00,-0.6136,-47.3561,76.5,90,100,7.34
527,Atherton,GB,2021-06-11 20:43:01,53.5237,-2.4935,60.94,73,94,1.99
528,Vyazma,RU,2021-06-11 20:43:01,55.2104,34.2951,55.9,98,98,4.54
529,Aklavik,CA,2021-06-11 20:43:02,68.2191,-135.0107,63.32,87,75,4.61
530,Diffa,NE,2021-06-11 20:43:02,13.3154,12.6113,91.02,34,35,6.8
531,Raudeberg,NO,2021-06-11 20:43:02,61.9875,5.1352,53.2,95,100,11.65
532,Moussoro,TD,2021-06-11 20:43:03,13.6408,16.4901,98.51,20,96,6.49
533,Cananeia,BR,2021-06-11 20:43:04,-25.0147,-47.9267,67.06,82,97,4.34
534,Nemuro,JP,2021-06-11 20:39:18,43.3236,145.575,53.42,93,100,16.69
535,Basco,PH,2021-06-11 20:43:04,20.4487,121.9702,84.72,78,100,14.32
536,Sabang,ID,2021-06-11 20:43:05,5.8933,95.3214,83.23,75,98,17.83
537,Loukhi,RU,2021-06-11 20:43:05,66.0764,33.0381,60.48,45,1,6.55
538,Qasigiannguit,GL,2021-06-11 20:43:05,68.8193,-51.1922,39.45,79,92,4.54
539,Cap Malheureux,MU,2021-06-11 20:43:06,-19.9842,57.6142,75.69,70,97,10.0
540,Liaozhong,CN,2021-06-11 20:43:07,41.5061,122.7242,68.49,86,97,7.72
541,Sayyan,YE,2021-06-11 20:43:07,15.1718,44.3244,69.42,21,100,4.68
542,Komatipoort,ZA,2021-06-11 20:43:07,-25.4332,31.9548,55.06,92,0,3.15
543,Mildura,AU,2021-06-11 20:43:08,-34.2,142.15,50.07,100,90,5.75
544,Puerto Madryn,AR,2021-06-11 20:43:08,-42.7692,-65.0385,61.32,56,85,8.52
545,Arlit,NE,2021-06-11 20:43:09,18.7369,7.3853,94.41,10,0,10.58
546,Jalu,LY,2021-06-11 20:43:09,29.0331,21.5482,76.62,39,0,14.88
547,Ishigaki,JP,2021-06-11 20:39:03,24.3448,124.1572,82.74,82,78,14.12
548,Qinhuangdao,CN,2021-06-11 20:43:10,39.9317,119.5883,69.22,64,97,3.18
549,Rawson,AR,2021-06-11 20:43:10,-43.3002,-65.1023,59.07,58,94,11.03
550,Merauke,ID,2021-06-11 20:43:11,-8.4667,140.3333,77.9,89,96,12.41
